customer_id,archetype,monthly_income,income_volatility_cv,dti_ratio,savings_rate,liquidity_buffer_days,discretionary_spend_ratio,late_mandate_count_90d,balance_trend_slope,expense_trend_pct,upi_txns_per_day,night_txn_ratio,new_beneficiary_pct,merchant_category_entropy,is_stressed,life_stage
CUST_GIG_00724,gig_worker,21820.73,0.5106,0.107,-0.0122,41.1,0.1169,0,-2602.5,-8.3,12.47,0.0357,0.0903,0.666,0,EARLY_CAREER_GIG
CUST_GIG_00725,gig_worker,17208.88,0.525,0.0699,0.0035,42.2,0.0882,0,-310.58,14.85,19.76,0.0771,0.0777,1.369,0,EARLY_CAREER_GIG
CUST_RUR_00726,rural_agri,11158.61,0.4325,0.0553,-0.0413,12.2,0.1421,0,-2558.22,1.8,1.85,0.0467,0.0629,0.6431,0,RURAL_AGRI_ALLIED
CUST_SAL_00727,salaried_tier1,61041.48,0.041,0.3803,0.2789,96.8,0.506,1,19405.89,5.11,6.24,0.011,0.1079,1.8096,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_GIG_00728,gig_worker,14587.65,0.2657,0.0654,0.1165,4.1,0.1694,0,-2299.56,-18.41,11.45,0.0729,0.1353,0.9338,0,EARLY_CAREER_GIG
CUST_SAL_00729,salaried_tier1,44456.51,0.0408,0.3685,0.045,86.3,0.3466,0,-1019.58,9.87,3.16,0.0334,0.052,2.7327,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_SAL_00730,salaried_tier1,65873.61,0.063,0.1738,0.1722,98.1,0.3795,0,17505.03,25.54,5.61,0.0481,0.0688,2.3678,0,EARLY_CAREER_SALARIED
CUST_SAL_00731,salaried_tier1,68440.3,0.0761,0.4922,0.1368,102.7,0.221,0,8711.0,-23.71,10.7,0.0725,0.0844,2.3547,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00732,rural_agri,20529.98,0.6043,0.0984,0.1894,36.4,0.1425,0,5947.62,-1.77,4.44,0.0373,0.0733,0.9009,0,RURAL_AGRI_ALLIED
CUST_GIG_00733,gig_worker,17633.65,0.4588,0.076,-0.1366,17.1,0.1661,3,-4266.46,32.01,18.9,0.1978,0.125,0.7871,1,EARLY_CAREER_GIG
CUST_KIR_00734,kirana_msme,42812.33,0.3927,0.1763,0.2257,72.2,0.088,0,420.73,9.33,9.2,0.026,0.1336,1.2598,0,MSME_KIRANA_SEASONAL
CUST_KIR_00735,kirana_msme,62962.33,0.3253,0.1476,0.0774,82.7,0.0553,0,-4872.03,26.13,17.79,0.0277,0.0803,1.16,0,MSME_KIRANA_SEASONAL
CUST_RUR_00736,rural_agri,20124.8,0.6124,0.1894,0.1523,46.9,0.0725,4,4952.36,-0.13,0.63,0.0181,0.0189,0.8042,0,RURAL_AGRI_ALLIED
CUST_KIR_00737,kirana_msme,47051.2,0.1722,0.1008,0.0732,24.4,0.0902,0,-3089.04,0.65,22.51,0.0263,0.0852,1.7647,0,MSME_KIRANA_SEASONAL
CUST_RUR_00738,rural_agri,8000.0,0.4217,0.2477,0.127,51.0,0.0986,3,558.49,-7.51,5.7,0.0141,0.0517,0.9518,0,RURAL_AGRI_ALLIED
CUST_KIR_00739,kirana_msme,18000.0,0.2916,0.2632,0.2114,23.1,0.1313,0,1701.82,-14.41,11.57,0.0142,0.2097,1.5785,0,MSME_KIRANA_SEASONAL
CUST_KIR_00740,kirana_msme,42240.17,0.2391,0.1085,0.2575,67.6,0.0854,0,9216.55,3.26,15.56,0.0267,0.1261,1.3067,0,MSME_KIRANA_SEASONAL
CUST_KIR_00741,kirana_msme,47390.9,0.4223,0.0642,0.1014,53.4,0.1147,0,586.64,-8.46,7.25,0.0136,0.0885,1.7447,0,MSME_KIRANA_SEASONAL
CUST_KIR_00742,kirana_msme,55316.46,0.2564,0.2719,0.294,59.0,0.1349,0,17335.86,-5.78,13.79,0.0091,0.0634,1.3845,0,MSME_KIRANA_SEASONAL
CUST_GIG_00743,gig_worker,40055.7,0.4934,0.0776,-0.0236,38.0,0.1848,3,-432.07,-15.06,20.99,0.0386,0.1084,0.9957,1,EARLY_CAREER_GIG
CUST_KIR_00744,kirana_msme,27276.5,0.4068,0.2774,0.1624,39.6,0.0711,0,2423.0,-3.21,23.19,0.0201,0.1791,1.1122,0,MSME_KIRANA_SEASONAL
CUST_SAL_00745,salaried_tier1,72035.99,0.0995,0.3649,0.234,20.9,0.4027,0,15009.87,2.85,9.7,0.0258,0.1175,2.5121,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00746,rural_agri,11403.78,0.7839,0.0254,0.0493,28.5,0.0691,1,1158.41,-0.16,4.44,0.049,0.0663,0.5917,0,RURAL_AGRI_ALLIED
CUST_KIR_00747,kirana_msme,47970.85,0.1637,0.2863,0.0859,83.2,0.0625,0,-12384.94,11.29,5.76,0.0216,0.1061,0.952,0,MSME_KIRANA_SEASONAL
CUST_KIR_00748,kirana_msme,70239.71,0.3003,0.2011,0.1257,34.0,0.1314,0,-1080.01,-8.44,18.45,0.0207,0.0592,1.1901,0,MSME_KIRANA_SEASONAL
CUST_RUR_00749,rural_agri,17527.5,0.3258,0.2491,0.121,9.8,0.0324,2,-307.82,12.76,4.83,0.0462,0.052,0.8074,0,RURAL_AGRI_ALLIED
CUST_GIG_00750,gig_worker,23722.83,0.5228,0.0675,-0.0355,33.9,0.2841,0,-1656.73,11.43,11.43,0.066,0.0938,1.3109,0,EARLY_CAREER_GIG
CUST_SAL_00751,salaried_tier1,88662.46,0.0846,0.3355,0.0223,82.9,0.5471,0,-14028.27,10.53,2.17,0.0324,0.0396,1.5465,0,EARLY_CAREER_SALARIED
CUST_RUR_00752,rural_agri,13098.28,0.4181,0.2271,0.0508,41.1,0.0799,1,-2479.12,-5.95,2.37,0.0317,0.0514,0.7701,0,RURAL_AGRI_ALLIED
CUST_GIG_00753,gig_worker,14232.64,0.5015,0.1829,-0.1391,13.2,0.1226,0,-6497.79,2.33,22.58,0.0712,0.1013,0.9867,1,EARLY_CAREER_GIG
CUST_KIR_00754,kirana_msme,49906.13,0.2061,0.2092,0.2366,84.9,0.147,1,7744.07,16.59,12.0,0.0163,0.1267,1.1447,0,MSME_KIRANA_SEASONAL
CUST_SAL_00755,salaried_tier1,74749.38,0.0488,0.1564,0.175,28.0,0.182,0,-13529.24,6.69,11.59,0.0461,0.1183,1.5124,0,EARLY_CAREER_SALARIED
CUST_GIG_00756,gig_worker,30365.08,0.3945,0.0521,0.1073,18.7,0.0837,0,-1349.02,25.72,13.09,0.1034,0.0368,1.1891,0,EARLY_CAREER_GIG
CUST_GIG_00757,gig_worker,10788.09,0.2853,0.0404,-0.1036,23.2,0.1964,3,-4487.19,1.1,20.0,0.1195,0.0919,0.6659,0,EARLY_CAREER_GIG
CUST_KIR_00758,kirana_msme,46461.26,0.2535,0.0544,0.1128,41.7,0.1425,0,-851.12,23.85,14.65,0.0138,0.2448,1.2131,0,MSME_KIRANA_SEASONAL
CUST_RUR_00759,rural_agri,8649.28,0.7397,0.224,-0.0284,16.0,0.0895,3,-3424.72,-23.26,4.09,0.0354,0.0645,0.7256,1,RURAL_AGRI_ALLIED
CUST_GIG_00760,gig_worker,23700.94,0.5414,0.069,0.051,13.8,0.1339,1,-46.69,34.65,21.67,0.0758,0.1018,1.0693,0,EARLY_CAREER_GIG
CUST_SAL_00761,salaried_tier1,90547.5,0.0845,0.254,0.0702,84.4,0.4282,0,-13502.84,11.71,5.93,0.0376,0.0455,2.3875,0,EARLY_CAREER_SALARIED
CUST_KIR_00762,kirana_msme,48957.29,0.422,0.1522,0.2617,31.1,0.0532,0,9331.47,16.0,24.77,0.0202,0.2007,0.8748,0,MSME_KIRANA_SEASONAL
CUST_SAL_00763,salaried_tier1,79545.44,0.038,0.1774,0.1426,32.8,0.4418,0,-4997.23,-1.48,7.67,0.0299,0.0578,1.9452,0,EARLY_CAREER_SALARIED
CUST_GIG_00764,gig_worker,21182.84,0.4198,0.1085,-0.0383,36.2,0.0887,0,-4428.15,-17.55,20.95,0.1943,0.0912,0.944,0,EARLY_CAREER_GIG
CUST_SAL_00765,salaried_tier1,64740.07,0.047,0.199,0.0684,108.1,0.2708,0,-8931.08,-19.39,6.27,0.0267,0.0569,2.2957,0,EARLY_CAREER_SALARIED
CUST_GIG_00766,gig_worker,20440.22,0.6019,0.0881,0.0376,23.6,0.272,0,-1898.54,12.14,26.49,0.1523,0.0434,1.0327,0,EARLY_CAREER_GIG
CUST_GIG_00767,gig_worker,24247.54,0.4718,0.1264,-0.0183,31.6,0.1039,3,729.35,29.33,20.62,0.0838,0.0493,1.2751,0,EARLY_CAREER_GIG
CUST_RUR_00768,rural_agri,9612.09,0.6066,0.2034,-0.0921,29.8,0.121,1,-84.17,-7.57,3.34,0.0496,0.0138,0.956,0,RURAL_AGRI_ALLIED
CUST_KIR_00769,kirana_msme,39404.12,0.1967,0.2909,0.2867,43.5,0.146,0,2225.56,5.93,17.55,0.0,0.2026,1.6156,0,MSME_KIRANA_SEASONAL
CUST_RUR_00770,rural_agri,35789.14,0.7983,0.0747,-0.0026,15.1,0.1375,2,-1391.65,5.1,5.9,0.0365,0.0695,0.5739,1,RURAL_AGRI_ALLIED
CUST_SAL_00771,salaried_tier1,76825.04,0.0733,0.4771,0.0997,104.1,0.2152,0,17080.77,-6.24,5.64,0.0366,0.1005,1.5563,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00772,rural_agri,15840.37,0.3901,0.1567,0.0924,47.6,0.0784,2,171.61,6.55,5.8,0.0108,0.0486,0.9788,0,RURAL_AGRI_ALLIED
CUST_SAL_00773,salaried_tier1,75883.35,0.0386,0.169,0.179,50.3,0.2228,0,-13386.71,17.21,11.5,0.0507,0.1015,1.5641,0,EARLY_CAREER_SALARIED
CUST_KIR_00774,kirana_msme,85194.43,0.2975,0.2333,0.1917,39.0,0.0718,0,1629.12,19.74,6.92,0.0119,0.153,1.2892,0,MSME_KIRANA_SEASONAL
CUST_GIG_00775,gig_worker,13011.89,0.5881,0.0987,-0.0005,44.0,0.2884,0,161.78,13.54,14.51,0.0352,0.0325,0.7265,0,EARLY_CAREER_GIG
CUST_SAL_00776,salaried_tier1,68738.49,0.0652,0.1524,0.0362,17.6,0.4518,0,4600.39,16.09,8.43,0.0261,0.0358,2.6298,1,EARLY_CAREER_SALARIED
CUST_SAL_00777,salaried_tier1,48063.2,0.067,0.2743,0.3497,93.6,0.3958,0,19535.11,7.6,5.42,0.012,0.0595,2.3036,0,EARLY_CAREER_SALARIED
CUST_GIG_00778,gig_worker,16217.0,0.3688,0.1154,0.0134,23.6,0.2379,0,-2991.84,2.2,11.51,0.163,0.1097,1.3039,0,EARLY_CAREER_GIG
CUST_GIG_00779,gig_worker,18579.98,0.5906,0.0111,-0.1054,27.2,0.2427,0,-3293.69,-6.74,27.47,0.133,0.0877,1.4287,0,EARLY_CAREER_GIG
CUST_GIG_00780,gig_worker,29423.45,0.6323,0.1854,-0.0713,12.8,0.1455,0,-5088.17,16.0,15.48,0.1355,0.1215,0.8828,1,EARLY_CAREER_GIG
CUST_GIG_00781,gig_worker,24252.26,0.4813,0.0105,-0.0734,29.8,0.269,2,45.49,17.81,18.91,0.1716,0.0945,1.0504,0,EARLY_CAREER_GIG
CUST_KIR_00782,kirana_msme,46951.94,0.4027,0.0778,0.2487,32.8,0.1712,0,-1494.59,17.58,14.47,0.0205,0.1768,0.9932,0,MSME_KIRANA_SEASONAL
CUST_SAL_00783,salaried_tier1,90976.49,0.025,0.5188,0.0208,70.5,0.4714,0,30232.93,23.34,4.41,0.0632,0.0764,2.1856,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00784,kirana_msme,18000.0,0.3444,0.2771,0.1542,42.0,0.1083,0,2964.54,23.11,14.97,0.0148,0.1677,0.8736,0,MSME_KIRANA_SEASONAL
CUST_SAL_00785,salaried_tier1,56338.03,0.0975,0.4323,0.0844,30.5,0.2074,0,-224.61,11.71,11.02,0.0479,0.09,1.5592,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00786,rural_agri,23288.38,0.6616,0.0177,0.1045,42.8,0.1387,0,-126.03,23.78,0.57,0.0166,0.0144,0.9094,0,RURAL_AGRI_ALLIED
CUST_GIG_00787,gig_worker,24014.62,0.3316,0.0241,0.0033,6.3,0.2092,0,-6492.76,21.58,19.0,0.1305,0.0335,0.696,1,EARLY_CAREER_GIG
CUST_KIR_00788,kirana_msme,35070.97,0.3277,0.2181,0.0593,79.9,0.1859,0,252.1,12.93,19.9,0.019,0.1857,1.6246,0,MSME_KIRANA_SEASONAL
CUST_KIR_00789,kirana_msme,28775.23,0.4191,0.0543,0.2247,86.8,0.1559,1,-1598.94,-21.08,5.69,0.0248,0.1069,1.4875,0,MSME_KIRANA_SEASONAL
CUST_RUR_00790,rural_agri,15605.31,0.4894,0.1583,0.1439,21.3,0.0556,1,-2378.42,37.66,5.46,0.0008,0.0697,0.9692,0,RURAL_AGRI_ALLIED
CUST_SAL_00791,salaried_tier1,64892.68,0.0382,0.2517,0.1516,100.3,0.4475,0,-3318.75,-6.6,6.27,0.0781,0.076,2.2012,0,EARLY_CAREER_SALARIED
CUST_GIG_00792,gig_worker,26666.34,0.2531,0.166,0.0612,30.8,0.0951,0,6596.95,-23.74,25.25,0.0785,0.0488,1.4418,0,EARLY_CAREER_GIG
CUST_KIR_00793,kirana_msme,36594.7,0.4193,0.0595,0.2882,66.5,0.1913,0,6116.75,-8.61,14.76,0.0135,0.1163,0.8407,0,MSME_KIRANA_SEASONAL
CUST_GIG_00794,gig_worker,29819.66,0.42,0.185,-0.0999,14.2,0.0939,1,-2602.6,2.55,14.3,0.0578,0.0348,1.1596,0,EARLY_CAREER_GIG
CUST_SAL_00795,salaried_tier1,49817.19,0.09,0.3561,0.2417,18.7,0.2961,0,1876.31,1.85,3.2,0.0709,0.1139,1.7423,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00796,rural_agri,20522.07,0.7891,0.1178,-0.0512,16.1,0.1368,3,-2939.55,12.36,4.71,0.037,0.0563,0.9255,1,RURAL_AGRI_ALLIED
CUST_RUR_00797,rural_agri,8000.0,0.6719,0.1184,-0.0116,49.1,0.1136,3,-696.51,8.95,4.07,0.0122,0.0733,0.6158,0,RURAL_AGRI_ALLIED
CUST_GIG_00798,gig_worker,18612.03,0.6317,0.1701,-0.0616,3.3,0.1453,0,-386.26,-7.39,27.34,0.042,0.0866,1.401,0,EARLY_CAREER_GIG
CUST_GIG_00799,gig_worker,11712.01,0.4644,0.1322,0.061,8.7,0.2588,1,-1872.87,-23.54,16.99,0.182,0.1339,1.4002,0,EARLY_CAREER_GIG
CUST_RUR_00800,rural_agri,20147.1,0.7641,0.1992,0.0828,11.4,0.065,4,450.19,-8.96,1.01,0.0354,0.0614,0.7236,0,RURAL_AGRI_ALLIED
CUST_GIG_00801,gig_worker,19916.2,0.5657,0.0634,0.1061,36.7,0.2255,0,58.14,22.82,16.9,0.0876,0.1318,1.0647,0,EARLY_CAREER_GIG
CUST_SAL_00802,salaried_tier1,69373.5,0.0608,0.3593,0.0361,90.5,0.1839,0,-1605.93,-6.89,11.14,0.0468,0.0337,2.242,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_GIG_00803,gig_worker,16556.92,0.4378,0.1866,0.0659,6.3,0.1293,1,-509.51,13.03,8.66,0.1681,0.0974,1.4052,0,EARLY_CAREER_GIG
CUST_GIG_00804,gig_worker,27798.03,0.3916,0.1109,0.0346,16.5,0.2055,0,-307.97,34.54,15.48,0.1557,0.1399,0.729,0,EARLY_CAREER_GIG
CUST_KIR_00805,kirana_msme,66601.65,0.3883,0.1141,0.1823,87.2,0.0634,0,8297.52,-6.56,11.01,0.0258,0.2367,1.7623,0,MSME_KIRANA_SEASONAL
CUST_GIG_00806,gig_worker,21320.45,0.5826,0.1699,0.0398,17.8,0.0969,1,-1488.1,15.05,26.25,0.1542,0.1294,1.2539,0,EARLY_CAREER_GIG
CUST_RUR_00807,rural_agri,25185.37,0.6255,0.0996,-0.075,21.0,0.0952,0,-4891.44,42.66,3.4,0.0085,0.066,0.6549,0,RURAL_AGRI_ALLIED
CUST_RUR_00808,rural_agri,15953.65,0.505,0.2021,0.131,17.3,0.1039,0,-1179.38,13.93,5.74,0.0282,0.0589,1.1918,0,RURAL_AGRI_ALLIED
CUST_KIR_00809,kirana_msme,70645.62,0.4048,0.2175,0.2332,36.4,0.1057,0,19669.18,-4.01,14.11,0.0299,0.1722,1.3058,0,MSME_KIRANA_SEASONAL
CUST_SAL_00810,salaried_tier1,76584.24,0.0758,0.2678,0.1695,81.6,0.3856,1,15649.75,-2.35,11.71,0.0567,0.1172,2.6678,0,EARLY_CAREER_SALARIED
CUST_RUR_00811,rural_agri,8457.42,0.3021,0.047,-0.0988,44.6,0.0811,0,-2105.16,-21.4,5.08,0.0488,0.0549,1.0332,0,RURAL_AGRI_ALLIED
CUST_RUR_00812,rural_agri,14230.54,0.5046,0.2479,-0.0997,15.8,0.0526,2,-3967.92,6.11,3.01,0.0074,0.0383,0.7467,0,RURAL_AGRI_ALLIED
CUST_SAL_00813,salaried_tier1,70299.93,0.0653,0.4396,0.1174,55.1,0.1893,0,3.11,-3.5,6.68,0.0618,0.1033,2.1689,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00814,rural_agri,14069.48,0.6473,0.0955,-0.0603,52.4,0.1037,0,-1908.77,24.13,3.46,0.0462,0.0517,0.5215,0,RURAL_AGRI_ALLIED
CUST_RUR_00815,rural_agri,12765.13,0.5914,0.1529,0.1186,46.9,0.1225,1,322.81,5.97,2.72,0.0388,0.0767,0.6511,0,RURAL_AGRI_ALLIED
CUST_KIR_00816,kirana_msme,29174.69,0.3017,0.2015,0.0524,74.6,0.173,1,-3909.13,25.13,16.89,0.0128,0.117,0.9806,0,MSME_KIRANA_SEASONAL
CUST_GIG_00817,gig_worker,27489.46,0.5542,0.0778,0.0755,19.2,0.2777,0,1762.46,21.29,19.03,0.0843,0.0809,0.8631,0,EARLY_CAREER_GIG
CUST_KIR_00818,kirana_msme,18000.0,0.2243,0.1522,0.1789,72.2,0.0682,0,2232.43,5.31,12.21,0.0118,0.2087,1.1797,0,MSME_KIRANA_SEASONAL
CUST_SAL_00819,salaried_tier1,39001.98,0.0775,0.3688,0.1287,100.0,0.2474,1,3973.91,25.23,8.09,0.0713,0.1018,2.2294,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00820,kirana_msme,68379.42,0.1686,0.0725,0.2574,24.2,0.0754,0,-7240.11,5.46,10.65,0.0175,0.1691,0.8011,0,MSME_KIRANA_SEASONAL
CUST_RUR_00821,rural_agri,31481.8,0.5493,0.1521,0.1693,27.1,0.0762,0,2463.8,-18.73,0.66,0.0252,0.0663,0.9294,0,RURAL_AGRI_ALLIED
CUST_SAL_00822,salaried_tier1,52681.54,0.0786,0.3941,0.018,110.0,0.2303,3,1150.09,17.71,4.63,0.024,0.0214,1.5095,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00823,kirana_msme,34963.55,0.2833,0.2148,0.1599,68.8,0.1451,0,5469.02,-4.6,19.41,0.0197,0.081,1.581,0,MSME_KIRANA_SEASONAL
CUST_KIR_00824,kirana_msme,31068.96,0.3916,0.2096,0.1914,35.8,0.1877,0,39.15,-11.47,24.33,0.0218,0.2486,1.595,0,MSME_KIRANA_SEASONAL
CUST_KIR_00825,kirana_msme,35659.04,0.1521,0.2204,0.1172,77.1,0.1039,0,-3886.57,5.08,9.84,0.0216,0.201,1.7657,0,MSME_KIRANA_SEASONAL
CUST_RUR_00826,rural_agri,27465.58,0.6112,0.119,0.1338,17.9,0.1204,3,-1267.33,26.16,4.81,0.0204,0.0787,1.115,0,RURAL_AGRI_ALLIED
CUST_KIR_00827,kirana_msme,60321.87,0.1697,0.2409,0.2437,67.0,0.0938,0,14619.73,-1.68,14.43,0.0073,0.1198,0.9104,0,MSME_KIRANA_SEASONAL
CUST_KIR_00828,kirana_msme,18000.0,0.3105,0.2071,0.2805,32.5,0.0943,1,4760.93,-0.89,5.45,0.0044,0.0553,1.1712,0,MSME_KIRANA_SEASONAL
CUST_GIG_00829,gig_worker,22722.44,0.4125,0.1212,-0.0183,42.2,0.1976,1,-4982.38,5.56,10.94,0.0691,0.0429,1.4068,0,EARLY_CAREER_GIG
CUST_KIR_00830,kirana_msme,33496.96,0.4447,0.0892,0.1852,26.9,0.0978,0,-4320.78,-0.77,12.82,0.0019,0.1276,1.7466,0,MSME_KIRANA_SEASONAL
CUST_SAL_00831,salaried_tier1,53991.93,0.0572,0.3938,0.1187,17.0,0.5442,0,2138.2,16.46,5.26,0.0433,0.0588,2.5122,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00832,kirana_msme,32687.42,0.3273,0.2731,0.225,30.4,0.1802,0,5815.07,6.55,15.52,0.0255,0.2363,1.2541,0,MSME_KIRANA_SEASONAL
CUST_SAL_00833,salaried_tier1,121719.35,0.0584,0.5238,0.0462,43.8,0.5183,0,-13383.7,9.03,8.82,0.0454,0.0894,2.2924,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_SAL_00834,salaried_tier1,61684.19,0.026,0.3681,0.2179,113.8,0.4457,0,-439.69,21.14,6.78,0.0493,0.0796,2.7124,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00835,kirana_msme,48444.65,0.3667,0.276,0.271,55.6,0.1465,0,619.43,2.92,23.13,0.0279,0.2291,1.2682,0,MSME_KIRANA_SEASONAL
CUST_KIR_00836,kirana_msme,67812.77,0.3186,0.2984,0.1639,70.0,0.1689,0,5161.99,25.78,15.92,0.0123,0.0716,1.657,0,MSME_KIRANA_SEASONAL
CUST_RUR_00837,rural_agri,17940.91,0.4776,0.0385,0.1072,57.8,0.1069,1,682.1,15.06,0.99,0.0365,0.0521,0.8874,0,RURAL_AGRI_ALLIED
CUST_KIR_00838,kirana_msme,54998.14,0.4282,0.2975,0.1953,27.6,0.1189,0,9689.18,-27.39,6.14,0.002,0.1962,0.8277,0,MSME_KIRANA_SEASONAL
CUST_GIG_00839,gig_worker,25263.44,0.3784,0.0531,0.0457,26.5,0.1597,0,-2925.59,14.88,23.9,0.069,0.0491,0.8441,0,EARLY_CAREER_GIG
CUST_GIG_00840,gig_worker,22264.77,0.5854,0.1553,-0.0518,30.6,0.1073,0,-3596.9,-15.82,15.83,0.0427,0.087,0.6169,0,EARLY_CAREER_GIG
CUST_SAL_00841,salaried_tier1,65114.04,0.0805,0.2976,0.2361,53.8,0.3193,0,5492.28,-35.77,3.09,0.0123,0.0808,2.7359,0,EARLY_CAREER_SALARIED
CUST_GIG_00842,gig_worker,28812.02,0.5036,0.1748,0.0739,23.9,0.1816,0,6229.04,23.51,17.16,0.0328,0.0509,1.0101,0,EARLY_CAREER_GIG
CUST_SAL_00843,salaried_tier1,72031.32,0.0476,0.1919,0.3333,104.7,0.1814,0,1328.35,21.92,11.95,0.0312,0.0439,1.9519,0,EARLY_CAREER_SALARIED
CUST_RUR_00844,rural_agri,23285.1,0.3307,0.2297,-0.0757,55.3,0.0889,0,-6602.31,51.0,5.95,0.0325,0.0189,1.1813,0,RURAL_AGRI_ALLIED
CUST_SAL_00845,salaried_tier1,128191.12,0.0215,0.4345,0.235,27.1,0.3781,0,26049.73,26.75,2.85,0.0539,0.0481,2.3872,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00846,kirana_msme,34989.24,0.3274,0.2923,0.0892,79.7,0.1554,0,1133.93,7.07,10.76,0.0272,0.122,1.082,0,MSME_KIRANA_SEASONAL
CUST_SAL_00847,salaried_tier1,73753.41,0.0713,0.4999,0.2639,26.8,0.3024,0,9162.95,10.98,11.72,0.0615,0.0215,2.0425,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00848,rural_agri,19772.35,0.4445,0.0878,0.0029,23.0,0.0591,1,707.96,7.67,2.19,0.0093,0.0687,1.1303,0,RURAL_AGRI_ALLIED
CUST_KIR_00849,kirana_msme,41636.39,0.3124,0.2036,0.17,61.9,0.0771,0,1862.94,-12.41,13.65,0.0204,0.1402,1.4581,0,MSME_KIRANA_SEASONAL
CUST_GIG_00850,gig_worker,20440.77,0.5174,0.169,-0.0436,4.9,0.2971,0,-3091.91,-20.59,15.4,0.1556,0.0653,0.714,1,EARLY_CAREER_GIG
CUST_SAL_00851,salaried_tier1,60454.13,0.078,0.3948,-0.0021,32.1,0.4063,0,-11775.84,22.14,7.95,0.0219,0.0511,1.9543,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_GIG_00852,gig_worker,29340.55,0.3643,0.037,0.1416,33.1,0.2635,0,3106.42,0.6,22.86,0.0433,0.0981,0.919,0,EARLY_CAREER_GIG
CUST_SAL_00853,salaried_tier1,50776.94,0.0289,0.4026,0.047,44.2,0.5093,0,-8545.48,35.1,9.24,0.0737,0.0225,2.0098,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_RUR_00854,rural_agri,26584.84,0.7857,0.2359,-0.0202,17.4,0.1449,0,-5497.98,3.44,4.39,0.0142,0.0287,0.6458,0,RURAL_AGRI_ALLIED
CUST_SAL_00855,salaried_tier1,47096.14,0.0577,0.4009,0.2895,39.1,0.4769,0,10448.15,-3.24,6.31,0.018,0.0914,2.3798,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_SAL_00856,salaried_tier1,98200.49,0.0387,0.2235,-0.046,64.5,0.3215,0,-29290.13,3.9,6.29,0.0652,0.0915,1.5697,0,EARLY_CAREER_SALARIED
CUST_SAL_00857,salaried_tier1,25000.0,0.0485,0.4869,0.2486,119.2,0.3954,0,2450.88,20.94,11.97,0.0486,0.09,1.6171,0,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_KIR_00858,kirana_msme,33186.73,0.3877,0.0655,0.0704,40.9,0.1271,0,-2853.63,12.61,24.15,0.0286,0.1059,0.8448,0,MSME_KIRANA_SEASONAL
CUST_GIG_00859,gig_worker,17087.68,0.4465,0.0838,-0.0626,36.9,0.1859,1,-4563.28,14.71,18.67,0.0841,0.0932,0.7703,0,EARLY_CAREER_GIG
CUST_SAL_00860,salaried_tier1,97904.41,0.0953,0.4003,0.0094,86.4,0.192,1,-20856.79,15.7,5.85,0.014,0.0581,2.1717,1,ESTABLISHED_FAMILY_HIGH_DEBT
CUST_GIG_00861,gig_worker,13106.04,0.4814,0.0926,-0.0994,3.8,0.2142,3,-5651.24,13.08,12.22,0.0929,0.127,0.6957,1,EARLY_CAREER_GIG
CUST_KIR_00862,kirana_msme,74102.35,0.2603,0.2455,0.0916,23.4,0.1093,0,5981.26,11.13,15.34,0.0172,0.076,1.5549,0,MSME_KIRANA_SEASONAL
CUST_KIR_00863,kirana_msme,38238.23,0.4393,0.2698,0.2111,46.0,0.1427,0,13821.57,-17.49,11.13,0.0122,0.1648,1.1942,0,MSME_KIRANA_SEASONAL
CUST_KIR_00864,kirana_msme,47879.91,0.1703,0.1421,0.2712,72.9,0.0985,0,17346.67,-22.37,24.22,0.0074,0.0518,0.8766,0,MSME_KIRANA_SEASONAL
CUST_KIR_00865,kirana_msme,66304.07,0.4027,0.1503,0.1575,30.4,0.0571,0,5298.34,-13.6,19.68,0.0162,0.0897,0.8644,0,MSME_KIRANA_SEASONAL
CUST_GIG_00866,gig_worker,33306.02,0.4348,0.0297,0.0671,10.8,0.2425,0,-2217.32,15.02,25.03,0.1505,0.0339,1.0084,0,EARLY_CAREER_GIG
CUST_SAL_00867,salaried_tier1,68747.05,0.0782,0.3987,0.2542,91.2,0.4268,0,7619.98,-0.19,6.02,0.043,0.0917,2.3394,0,ESTABLISHED_FAMILY_HIGH_DEBT
