customer_id,category,amount,hour_of_day,is_new_beneficiary,is_synthetic_anomaly
CUST_SAL_00062,shopping,4843.42,16,0,0
CUST_SAL_00062,shopping,1686.38,14,0,0
CUST_SAL_00062,emi,871.78,8,0,0
CUST_SAL_00062,medical,4826.96,15,0,0
CUST_SAL_00062,grocery,1509.08,8,0,0
CUST_SAL_00062,grocery,3550.71,21,0,0
CUST_SAL_00062,grocery,699.7,20,0,0
CUST_SAL_00062,utility,2638.31,16,0,0
CUST_SAL_00062,transfer,3919.16,16,0,0
CUST_SAL_00062,grocery,650.44,10,0,0
CUST_SAL_00062,grocery,2333.21,17,0,0
CUST_SAL_00062,grocery,3102.2,21,0,0
CUST_SAL_00062,shopping,1472.39,13,0,0
CUST_SAL_00062,fuel,451.93,21,1,0
CUST_SAL_00062,grocery,3029.1,11,0,0
CUST_SAL_00062,dining,575.27,23,0,0
CUST_SAL_00062,utility,2878.62,16,0,0
CUST_SAL_00062,utility,859.65,22,0,0
CUST_SAL_00062,utility,1352.63,22,0,0
CUST_SAL_00062,transfer,3091.34,19,0,0
CUST_SAL_00062,grocery,3709.09,9,0,0
CUST_SAL_00062,emi,3656.46,11,0,0
CUST_SAL_00062,emi,1105.07,21,0,0
CUST_SAL_00062,grocery,3558.88,16,0,0
CUST_SAL_00062,shopping,635.14,12,1,0
CUST_SAL_00062,shopping,3294.5,19,0,0
CUST_RUR_00063,transfer,669.6,16,0,0
CUST_RUR_00063,fuel,581.81,0,0,0
CUST_RUR_00063,fuel,637.8,13,0,0
CUST_RUR_00063,dining,1767.9,23,0,0
CUST_RUR_00063,grocery,512.34,23,0,0
CUST_RUR_00063,dining,1324.67,16,0,0
CUST_RUR_00063,dining,1357.82,12,0,0
CUST_RUR_00063,shopping,1237.24,10,0,0
CUST_RUR_00063,fuel,1535.03,4,0,0
CUST_RUR_00063,transfer,494.25,9,0,0
CUST_RUR_00063,dining,927.34,19,0,0
CUST_RUR_00063,emi,421.73,10,0,0
CUST_RUR_00063,dining,699.97,14,0,0
CUST_RUR_00063,emi,483.64,16,0,0
CUST_RUR_00063,dining,1454.58,14,0,0
CUST_RUR_00063,grocery,1752.56,16,0,0
CUST_RUR_00063,grocery,1154.22,11,0,0
CUST_RUR_00063,transfer,1507.15,17,0,0
CUST_RUR_00063,dining,486.05,20,0,0
CUST_RUR_00063,shopping,263.23,12,0,0
CUST_RUR_00063,shopping,1865.71,16,0,0
CUST_RUR_00063,grocery,1641.39,18,1,0
CUST_RUR_00063,grocery,1702.67,11,0,0
CUST_RUR_00063,dining,887.68,15,1,0
CUST_RUR_00063,grocery,1114.89,23,0,0
CUST_RUR_00063,grocery,1054.12,10,0,0
CUST_RUR_00063,emi,1283.37,12,0,0
CUST_RUR_00063,shopping,1744.34,21,0,0
CUST_RUR_00063,fuel,1683.07,11,0,0
CUST_RUR_00063,dining,603.15,16,0,0
CUST_KIR_00064,transfer,4042.43,5,0,0
CUST_KIR_00064,grocery,1680.11,17,0,0
CUST_KIR_00064,medical,3237.36,10,0,0
CUST_KIR_00064,shopping,4758.16,19,1,0
CUST_KIR_00064,dining,4947.16,20,0,0
CUST_KIR_00064,grocery,1714.5,23,0,0
CUST_KIR_00064,grocery,5221.17,12,0,0
CUST_KIR_00064,fuel,2717.9,6,1,0
CUST_KIR_00064,fuel,2958.51,13,0,0
CUST_KIR_00064,shopping,2788.15,2,0,0
CUST_KIR_00064,medical,3504.31,11,0,0
CUST_KIR_00064,grocery,2830.13,11,0,0
CUST_KIR_00064,grocery,2742.23,16,0,0
CUST_KIR_00064,grocery,5130.17,1,0,0
CUST_KIR_00064,medical,4638.58,20,0,0
CUST_KIR_00064,grocery,3005.78,12,0,0
CUST_KIR_00064,grocery,3041.06,16,0,0
CUST_KIR_00064,grocery,774.11,1,0,0
CUST_KIR_00064,dining,2029.91,5,0,0
CUST_KIR_00064,utility,1774.54,8,0,0
CUST_KIR_00064,dining,458.98,15,0,0
CUST_KIR_00064,shopping,5148.07,16,0,0
CUST_KIR_00064,dining,639.22,15,0,0
CUST_KIR_00064,fuel,561.76,22,0,0
CUST_KIR_00064,grocery,442.04,22,0,0
CUST_KIR_00064,grocery,3640.14,16,0,0
CUST_KIR_00064,grocery,737.78,17,0,0
CUST_KIR_00064,utility,2166.72,11,0,0
CUST_KIR_00064,shopping,4336.72,19,1,0
CUST_KIR_00064,grocery,2115.07,8,0,0
CUST_SAL_00065,grocery,32209.44,2,1,1
CUST_SAL_00065,fuel,3249.96,13,0,0
CUST_SAL_00065,dining,2496.43,3,0,0
CUST_SAL_00065,grocery,1485.31,10,0,0
CUST_SAL_00065,fuel,2042.21,10,0,0
CUST_SAL_00065,shopping,1370.88,16,0,0
CUST_SAL_00065,grocery,2089.48,15,0,0
CUST_SAL_00065,emi,4426.14,10,0,0
CUST_SAL_00065,grocery,407.29,23,1,0
CUST_SAL_00065,grocery,1058.84,16,0,0
CUST_SAL_00065,grocery,2466.17,14,0,0
CUST_SAL_00065,grocery,2576.49,12,0,0
CUST_SAL_00065,transfer,4508.04,14,0,0
CUST_SAL_00065,dining,3274.61,12,1,0
CUST_SAL_00065,medical,2387.92,3,0,0
CUST_SAL_00065,emi,3262.6,13,0,0
CUST_SAL_00065,grocery,3722.06,18,0,0
CUST_SAL_00065,dining,1002.25,12,1,0
CUST_SAL_00065,grocery,791.84,13,1,0
CUST_SAL_00065,grocery,444.76,12,0,0
CUST_SAL_00065,grocery,3762.37,3,0,0
CUST_SAL_00065,grocery,4591.73,6,0,0
CUST_SAL_00065,utility,3053.18,15,0,0
CUST_SAL_00065,dining,3944.71,9,0,0
CUST_SAL_00065,dining,398.43,8,0,0
CUST_SAL_00065,grocery,368.08,13,0,0
CUST_SAL_00065,fuel,330.26,17,1,0
CUST_SAL_00065,dining,1786.2,16,0,0
CUST_SAL_00065,dining,4251.23,10,0,0
CUST_SAL_00065,shopping,3070.28,15,0,0
CUST_KIR_00066,grocery,969.37,13,1,0
CUST_KIR_00066,fuel,2334.42,18,0,0
CUST_KIR_00066,fuel,2023.25,20,0,0
CUST_KIR_00066,fuel,491.98,18,0,0
CUST_KIR_00066,fuel,2155.08,17,0,0
CUST_KIR_00066,dining,4118.5,14,0,0
CUST_KIR_00066,grocery,2918.31,18,0,0
CUST_KIR_00066,utility,3443.74,14,0,0
CUST_KIR_00066,grocery,1427.25,16,0,0
CUST_KIR_00066,fuel,4168.01,13,0,0
CUST_KIR_00066,dining,9495.13,2,1,1
CUST_KIR_00066,utility,1816.51,10,0,0
CUST_KIR_00066,emi,3029.0,6,0,0
CUST_KIR_00066,utility,1968.62,6,0,0
CUST_KIR_00066,fuel,3805.97,11,0,0
CUST_KIR_00066,grocery,1383.61,19,0,0
CUST_KIR_00066,shopping,2903.92,14,0,0
CUST_KIR_00066,utility,4418.24,14,1,0
CUST_KIR_00066,grocery,4016.17,22,1,0
CUST_KIR_00066,utility,1191.63,11,1,0
CUST_KIR_00066,grocery,3513.02,16,0,0
CUST_KIR_00066,grocery,2867.92,10,0,0
CUST_KIR_00066,emi,4507.63,13,0,0
CUST_KIR_00066,fuel,3225.53,16,1,0
CUST_KIR_00066,transfer,3960.37,11,0,0
CUST_KIR_00066,grocery,3036.66,12,0,0
CUST_KIR_00066,grocery,4299.37,16,0,0
CUST_KIR_00066,shopping,3484.91,13,0,0
CUST_KIR_00066,grocery,3821.19,17,0,0
CUST_KIR_00066,grocery,2195.01,10,0,0
CUST_SAL_00067,dining,6099.94,16,0,0
CUST_SAL_00067,dining,2078.64,13,0,0
CUST_SAL_00067,fuel,6053.43,16,0,0
CUST_SAL_00067,dining,6049.89,18,0,0
CUST_SAL_00067,transfer,1954.72,14,1,0
CUST_SAL_00067,fuel,3610.94,7,0,0
CUST_SAL_00067,grocery,3303.33,15,0,0
CUST_SAL_00067,transfer,6492.29,17,1,0
CUST_SAL_00067,transfer,6119.89,11,0,0
CUST_SAL_00067,grocery,5535.84,20,0,0
CUST_SAL_00067,medical,2138.17,17,0,0
CUST_SAL_00067,shopping,1966.97,15,0,0
CUST_SAL_00067,grocery,1790.32,8,0,0
CUST_SAL_00067,grocery,1229.52,9,0,0
CUST_SAL_00067,grocery,1599.01,15,0,0
CUST_SAL_00067,fuel,3022.77,12,1,0
CUST_SAL_00067,shopping,3357.05,15,0,0
CUST_SAL_00067,dining,6606.14,10,0,0
CUST_SAL_00067,grocery,5876.56,14,0,0
CUST_SAL_00067,dining,5420.02,17,0,0
CUST_SAL_00067,dining,4323.34,8,0,0
CUST_SAL_00067,dining,806.22,8,0,0
CUST_SAL_00067,grocery,5951.05,11,0,0
CUST_SAL_00067,utility,3815.46,21,0,0
CUST_SAL_00067,utility,3754.84,10,0,0
CUST_SAL_00067,emi,2039.0,16,0,0
CUST_SAL_00067,grocery,2206.35,9,0,0
CUST_SAL_00067,dining,5055.94,22,1,0
CUST_SAL_00067,transfer,5743.95,2,1,0
CUST_SAL_00067,grocery,6682.75,11,0,0
CUST_RUR_00068,dining,211.46,14,0,0
CUST_RUR_00068,fuel,913.07,23,0,0
CUST_RUR_00068,transfer,105.02,13,0,0
CUST_RUR_00068,shopping,260.81,19,0,0
CUST_RUR_00068,shopping,362.84,7,0,0
CUST_RUR_00068,grocery,314.77,11,1,0
CUST_RUR_00068,medical,734.88,13,0,0
CUST_RUR_00068,grocery,812.84,12,0,0
CUST_RUR_00068,grocery,474.17,1,0,0
CUST_RUR_00068,shopping,234.26,17,0,0
CUST_RUR_00068,utility,242.31,20,0,0
CUST_RUR_00068,transfer,171.81,4,1,0
CUST_RUR_00068,shopping,791.94,7,0,0
CUST_RUR_00068,grocery,713.82,20,0,0
CUST_RUR_00068,transfer,662.77,17,0,0
CUST_RUR_00068,emi,166.91,22,0,0
CUST_RUR_00068,grocery,114.95,13,0,0
CUST_RUR_00068,dining,85.75,10,0,0
CUST_RUR_00068,utility,921.57,8,1,0
CUST_RUR_00068,dining,913.54,13,0,0
CUST_RUR_00068,shopping,77.51,13,1,0
CUST_RUR_00068,shopping,485.61,15,0,0
CUST_RUR_00068,fuel,261.83,21,0,0
CUST_RUR_00068,utility,147.74,17,0,0
CUST_RUR_00068,transfer,407.55,11,0,0
CUST_RUR_00068,grocery,746.16,12,0,0
CUST_RUR_00068,dining,385.76,11,0,0
CUST_RUR_00068,grocery,162.33,19,0,0
CUST_RUR_00068,dining,534.57,17,0,0
CUST_RUR_00068,grocery,244.02,13,0,0
CUST_SAL_00069,fuel,6591.42,4,0,0
CUST_SAL_00069,utility,7735.9,11,0,0
CUST_SAL_00069,grocery,830.88,17,0,0
CUST_SAL_00069,medical,7234.39,14,1,0
CUST_SAL_00069,transfer,4400.77,17,0,0
CUST_SAL_00069,grocery,5306.36,17,0,0
CUST_SAL_00069,grocery,7741.0,5,0,0
CUST_SAL_00069,utility,6496.65,10,0,0
CUST_SAL_00069,shopping,6903.14,12,0,0
CUST_SAL_00069,utility,2274.59,17,0,0
CUST_SAL_00069,utility,6569.01,7,0,0
CUST_SAL_00069,utility,6550.97,16,0,0
CUST_SAL_00069,medical,2500.95,18,0,0
CUST_SAL_00069,shopping,841.56,0,0,0
CUST_SAL_00069,shopping,7209.6,11,0,0
CUST_SAL_00069,grocery,7940.75,10,0,0
CUST_SAL_00069,shopping,1030.84,21,0,0
CUST_SAL_00069,utility,4333.18,17,0,0
CUST_SAL_00069,fuel,4555.43,7,0,0
CUST_SAL_00069,medical,6954.51,5,0,0
CUST_SAL_00069,fuel,618.08,17,0,0
CUST_SAL_00069,shopping,5400.55,18,0,0
CUST_SAL_00069,transfer,5677.13,6,0,0
CUST_SAL_00069,utility,5500.63,16,0,0
CUST_SAL_00069,transfer,5207.96,16,0,0
CUST_SAL_00069,shopping,6831.42,11,0,0
CUST_SAL_00069,emi,6398.77,17,0,0
CUST_SAL_00069,grocery,5007.24,16,0,0
CUST_SAL_00069,fuel,6647.85,13,0,0
CUST_SAL_00069,utility,2749.87,19,0,0
CUST_RUR_00070,shopping,272.53,14,0,0
CUST_RUR_00070,dining,84.39,5,0,0
CUST_RUR_00070,grocery,587.25,14,0,0
CUST_RUR_00070,grocery,376.72,10,0,0
CUST_RUR_00070,grocery,607.15,11,0,0
CUST_RUR_00070,fuel,129.84,13,0,0
CUST_RUR_00070,shopping,253.24,16,0,0
CUST_RUR_00070,medical,51.34,7,0,0
CUST_RUR_00070,emi,445.45,19,0,0
CUST_RUR_00070,emi,475.46,13,0,0
CUST_RUR_00070,grocery,534.68,12,0,0
CUST_RUR_00070,utility,109.86,13,0,0
CUST_RUR_00070,utility,381.72,14,0,0
CUST_RUR_00070,utility,383.1,10,0,0
CUST_RUR_00070,dining,398.95,9,0,0
CUST_RUR_00070,dining,468.44,10,0,0
CUST_RUR_00070,shopping,595.87,10,0,0
CUST_RUR_00070,grocery,308.51,13,0,0
CUST_RUR_00070,dining,61.04,23,0,0
CUST_RUR_00070,fuel,75.97,6,0,0
CUST_RUR_00070,transfer,203.85,10,0,0
CUST_RUR_00070,grocery,69.54,10,0,0
CUST_RUR_00070,shopping,152.61,19,0,0
CUST_RUR_00070,utility,278.47,10,1,0
CUST_RUR_00070,shopping,578.45,16,0,0
CUST_RUR_00070,grocery,497.22,16,0,0
CUST_RUR_00070,emi,340.57,11,0,0
CUST_RUR_00070,grocery,279.33,14,0,0
CUST_RUR_00070,dining,120.86,7,0,0
CUST_RUR_00070,grocery,603.16,20,0,0
CUST_GIG_00071,fuel,1982.32,7,0,0
CUST_GIG_00071,shopping,1016.09,16,0,0
CUST_GIG_00071,medical,1722.79,15,0,0
CUST_GIG_00071,medical,1226.75,4,0,0
CUST_GIG_00071,dining,1891.08,22,0,0
CUST_GIG_00071,fuel,1351.12,16,0,0
CUST_GIG_00071,grocery,411.02,9,1,0
CUST_GIG_00071,fuel,604.67,7,0,0
CUST_GIG_00071,utility,1057.95,14,0,0
CUST_GIG_00071,dining,458.09,14,0,0
CUST_GIG_00071,dining,1350.32,17,0,0
CUST_GIG_00071,emi,2319.44,11,0,0
CUST_GIG_00071,dining,2373.28,11,0,0
CUST_GIG_00071,shopping,909.72,17,0,0
CUST_GIG_00071,dining,1092.08,17,0,0
CUST_GIG_00071,grocery,1839.12,5,0,0
CUST_GIG_00071,utility,2058.71,9,0,0
CUST_GIG_00071,grocery,198.66,6,0,0
CUST_GIG_00071,transfer,1433.28,14,0,0
CUST_GIG_00071,emi,1467.39,5,0,0
CUST_GIG_00071,grocery,164.61,17,0,0
CUST_GIG_00071,transfer,2007.12,13,1,0
CUST_GIG_00071,grocery,2226.72,14,0,0
CUST_GIG_00071,grocery,1164.8,10,1,0
CUST_GIG_00071,grocery,503.31,15,0,0
CUST_GIG_00071,shopping,1727.0,23,0,0
CUST_GIG_00071,transfer,1574.72,13,0,0
CUST_GIG_00071,emi,2408.36,13,1,0
CUST_GIG_00071,grocery,350.48,18,1,0
CUST_GIG_00071,grocery,2104.82,12,0,0
CUST_SAL_00072,shopping,4383.71,11,0,0
CUST_SAL_00072,dining,5583.41,16,0,0
CUST_SAL_00072,grocery,2744.72,20,0,0
CUST_SAL_00072,grocery,857.63,6,0,0
CUST_SAL_00072,emi,2307.38,15,0,0
CUST_SAL_00072,dining,1148.93,11,0,0
CUST_SAL_00072,fuel,3843.34,8,0,0
CUST_SAL_00072,grocery,5474.3,5,0,0
CUST_SAL_00072,grocery,4362.26,11,0,0
CUST_SAL_00072,grocery,1139.41,16,1,0
CUST_SAL_00072,transfer,519.33,12,0,0
CUST_SAL_00072,shopping,1602.81,11,0,0
CUST_SAL_00072,grocery,2040.25,11,0,0
CUST_SAL_00072,fuel,5145.93,12,0,0
CUST_SAL_00072,shopping,9775.65,3,1,1
CUST_SAL_00072,fuel,780.17,15,1,0
CUST_SAL_00072,shopping,441.03,19,1,0
CUST_SAL_00072,grocery,2881.05,12,0,0
CUST_SAL_00072,dining,4659.63,21,0,0
CUST_SAL_00072,utility,3028.39,21,0,0
CUST_SAL_00072,transfer,1132.48,13,0,0
CUST_SAL_00072,transfer,4335.25,8,1,0
CUST_SAL_00072,dining,3277.1,6,0,0
CUST_SAL_00072,dining,3228.24,12,1,0
CUST_SAL_00072,fuel,5324.4,10,0,0
CUST_SAL_00072,grocery,5136.04,16,0,0
CUST_SAL_00072,dining,4746.64,15,0,0
CUST_SAL_00072,grocery,2097.84,2,0,0
CUST_SAL_00072,shopping,5444.88,17,0,0
CUST_SAL_00072,shopping,4850.77,11,0,0
CUST_SAL_00073,utility,2432.97,4,0,0
CUST_SAL_00073,grocery,2280.55,13,1,0
CUST_SAL_00073,utility,1031.55,22,0,0
CUST_SAL_00073,fuel,397.32,7,0,0
CUST_SAL_00073,dining,3527.11,16,0,0
CUST_SAL_00073,medical,357.49,13,0,0
CUST_SAL_00073,medical,2682.23,21,0,0
CUST_SAL_00073,shopping,4973.32,12,1,0
CUST_SAL_00073,fuel,592.72,11,0,0
CUST_SAL_00073,dining,2807.09,16,1,0
CUST_SAL_00073,dining,4352.63,16,1,0
CUST_SAL_00073,utility,731.08,0,1,0
CUST_SAL_00073,grocery,1093.64,16,0,0
CUST_SAL_00073,dining,1038.24,8,0,0
CUST_SAL_00073,shopping,1327.37,16,1,0
CUST_SAL_00073,utility,4928.99,15,0,0
CUST_SAL_00073,medical,3463.79,11,0,0
CUST_SAL_00073,utility,3509.29,10,1,0
CUST_SAL_00073,utility,624.84,15,1,0
CUST_SAL_00073,dining,1424.89,20,1,0
CUST_SAL_00073,fuel,323.98,11,0,0
CUST_SAL_00073,grocery,3866.97,15,1,0
CUST_SAL_00073,grocery,3548.88,6,0,0
CUST_SAL_00073,dining,1602.59,13,1,0
CUST_SAL_00073,dining,1834.21,15,0,0
CUST_SAL_00073,utility,914.24,12,0,0
CUST_SAL_00073,transfer,420.89,23,0,0
CUST_SAL_00073,grocery,4160.01,21,0,0
CUST_SAL_00073,fuel,3617.45,23,0,0
CUST_SAL_00073,shopping,2125.45,7,0,0
CUST_RUR_00074,emi,3703.94,3,1,1
CUST_RUR_00074,fuel,888.08,11,0,0
CUST_RUR_00074,dining,207.08,2,0,0
CUST_RUR_00074,dining,282.22,14,0,0
CUST_RUR_00074,shopping,72.27,13,0,0
CUST_RUR_00074,fuel,920.48,15,1,0
CUST_RUR_00074,fuel,1022.48,12,0,0
CUST_RUR_00074,dining,527.31,11,1,0
CUST_RUR_00074,dining,408.47,8,0,0
CUST_RUR_00074,transfer,189.65,13,0,0
CUST_RUR_00074,emi,279.79,12,1,0
CUST_RUR_00074,fuel,303.14,14,0,0
CUST_RUR_00074,fuel,328.62,18,0,0
CUST_RUR_00074,dining,546.02,18,0,0
CUST_RUR_00074,dining,1085.82,17,0,0
CUST_RUR_00074,fuel,1082.75,12,0,0
CUST_RUR_00074,shopping,865.87,17,0,0
CUST_RUR_00074,utility,667.98,17,0,0
CUST_RUR_00074,fuel,947.65,11,0,0
CUST_RUR_00074,shopping,276.0,19,0,0
CUST_RUR_00074,grocery,84.66,6,0,0
CUST_RUR_00074,dining,901.86,12,0,0
CUST_RUR_00074,shopping,105.64,11,0,0
CUST_RUR_00074,grocery,867.58,23,0,0
CUST_RUR_00074,grocery,200.54,17,0,0
CUST_RUR_00074,emi,451.52,15,1,0
CUST_RUR_00074,utility,119.96,13,0,0
CUST_RUR_00074,transfer,283.28,13,0,0
CUST_RUR_00074,dining,885.82,9,0,0
CUST_RUR_00074,dining,305.99,13,0,0
CUST_GIG_00075,grocery,1647.83,17,1,0
CUST_GIG_00075,transfer,1680.84,5,1,0
CUST_GIG_00075,dining,1298.39,7,0,0
CUST_GIG_00075,medical,1461.9,12,0,0
CUST_GIG_00075,medical,493.3,16,0,0
CUST_GIG_00075,dining,1632.17,9,0,0
CUST_GIG_00075,grocery,2571.86,0,0,0
CUST_GIG_00075,grocery,1695.42,17,0,0
CUST_GIG_00075,utility,2121.44,18,0,0
CUST_GIG_00075,utility,842.53,23,0,0
CUST_GIG_00075,shopping,485.49,10,0,0
CUST_GIG_00075,shopping,1593.9,6,0,0
CUST_GIG_00075,transfer,707.06,11,0,0
CUST_GIG_00075,dining,1637.37,3,0,0
CUST_GIG_00075,grocery,2586.35,7,1,0
CUST_GIG_00075,utility,1735.56,16,0,0
CUST_GIG_00075,fuel,785.92,15,0,0
CUST_GIG_00075,dining,2088.64,19,0,0
CUST_GIG_00075,utility,1157.73,12,0,0
CUST_GIG_00075,fuel,416.84,14,0,0
CUST_GIG_00075,grocery,1480.85,10,0,0
CUST_GIG_00075,shopping,589.96,15,0,0
CUST_GIG_00075,dining,708.67,11,0,0
CUST_GIG_00075,fuel,2519.53,20,0,0
CUST_GIG_00075,grocery,1173.46,21,0,0
CUST_GIG_00075,grocery,282.0,5,1,0
CUST_GIG_00075,grocery,1604.92,23,0,0
CUST_GIG_00075,grocery,1095.09,7,0,0
CUST_GIG_00075,dining,2388.17,2,0,0
CUST_GIG_00075,medical,584.58,13,0,0
CUST_GIG_00076,emi,1846.96,14,0,0
CUST_GIG_00076,dining,801.82,16,0,0
CUST_GIG_00076,dining,1857.32,6,0,0
CUST_GIG_00076,grocery,652.24,11,0,0
CUST_GIG_00076,fuel,1602.65,12,0,0
CUST_GIG_00076,utility,496.85,12,0,0
CUST_GIG_00076,medical,539.0,12,0,0
CUST_GIG_00076,grocery,2369.63,15,0,0
CUST_GIG_00076,grocery,1026.17,15,0,0
CUST_GIG_00076,grocery,1628.9,21,0,0
CUST_GIG_00076,dining,1278.1,7,1,0
CUST_GIG_00076,grocery,1929.34,14,0,0
CUST_GIG_00076,shopping,1680.37,19,0,0
CUST_GIG_00076,fuel,1411.42,23,0,0
CUST_GIG_00076,dining,1807.71,12,0,0
CUST_GIG_00076,dining,1314.01,12,1,0
CUST_GIG_00076,fuel,1000.98,14,1,0
CUST_GIG_00076,shopping,1401.76,11,0,0
CUST_GIG_00076,grocery,1237.05,10,0,0
CUST_GIG_00076,emi,1024.18,1,1,0
CUST_GIG_00076,fuel,1539.96,21,1,0
CUST_GIG_00076,dining,2104.87,17,0,0
CUST_GIG_00076,fuel,577.89,22,0,0
CUST_GIG_00076,dining,2148.47,16,0,0
CUST_GIG_00076,emi,247.54,20,0,0
CUST_GIG_00076,grocery,1389.05,19,0,0
CUST_GIG_00076,emi,161.97,15,0,0
CUST_GIG_00076,grocery,487.17,16,1,0
CUST_GIG_00076,grocery,1803.33,5,0,0
CUST_GIG_00076,grocery,1055.01,8,0,0
CUST_GIG_00077,emi,290.78,16,1,0
CUST_GIG_00077,fuel,1141.64,12,0,0
CUST_GIG_00077,dining,1302.06,16,1,0
CUST_GIG_00077,shopping,184.0,17,0,0
CUST_GIG_00077,medical,675.41,8,0,0
CUST_GIG_00077,grocery,1508.86,16,0,0
CUST_GIG_00077,dining,832.06,12,0,0
CUST_GIG_00077,dining,805.44,12,0,0
CUST_GIG_00077,transfer,911.05,14,0,0
CUST_GIG_00077,grocery,333.25,16,0,0
CUST_GIG_00077,dining,3410.14,1,1,1
CUST_GIG_00077,dining,462.51,19,0,0
CUST_GIG_00077,transfer,291.97,12,0,0
CUST_GIG_00077,utility,800.9,7,0,0
CUST_GIG_00077,grocery,677.87,15,0,0
CUST_GIG_00077,shopping,432.71,13,0,0
CUST_GIG_00077,grocery,906.67,6,0,0
CUST_GIG_00077,dining,372.56,16,0,0
CUST_GIG_00077,grocery,1160.81,15,0,0
CUST_GIG_00077,shopping,147.37,16,0,0
CUST_GIG_00077,transfer,983.27,14,0,0
CUST_GIG_00077,grocery,1483.97,11,0,0
CUST_GIG_00077,grocery,1548.27,14,1,0
CUST_GIG_00077,dining,1477.59,9,0,0
CUST_GIG_00077,medical,482.58,8,0,0
CUST_GIG_00077,dining,984.27,15,0,0
CUST_GIG_00077,grocery,1497.32,11,0,0
CUST_GIG_00077,transfer,627.83,6,0,0
CUST_GIG_00077,fuel,126.59,14,0,0
CUST_GIG_00077,transfer,1001.74,9,1,0
CUST_SAL_00078,shopping,11088.58,4,1,1
CUST_SAL_00078,grocery,4008.01,8,0,0
CUST_SAL_00078,grocery,2344.9,23,0,0
CUST_SAL_00078,shopping,3169.74,13,0,0
CUST_SAL_00078,dining,2232.14,18,0,0
CUST_SAL_00078,dining,3150.31,23,0,0
CUST_SAL_00078,grocery,1545.0,13,0,0
CUST_SAL_00078,grocery,1211.56,14,0,0
CUST_SAL_00078,transfer,651.16,16,0,0
CUST_SAL_00078,transfer,22390.46,3,1,1
CUST_SAL_00078,shopping,1307.08,11,0,0
CUST_SAL_00078,dining,2921.67,13,0,0
CUST_SAL_00078,emi,2570.26,11,1,0
CUST_SAL_00078,shopping,2809.8,17,0,0
CUST_SAL_00078,medical,1994.13,10,0,0
CUST_SAL_00078,dining,3886.52,10,0,0
CUST_SAL_00078,utility,2106.92,23,0,0
CUST_SAL_00078,grocery,3212.07,12,0,0
CUST_SAL_00078,grocery,1036.94,12,0,0
CUST_SAL_00078,dining,1884.15,12,0,0
CUST_SAL_00078,grocery,1294.06,6,0,0
CUST_SAL_00078,medical,2789.08,13,0,0
CUST_SAL_00078,fuel,3853.82,10,0,0
CUST_SAL_00078,emi,3116.29,6,1,0
CUST_SAL_00078,grocery,539.46,16,0,0
CUST_SAL_00078,grocery,2649.12,2,0,0
CUST_SAL_00078,dining,3969.8,14,0,0
CUST_SAL_00078,grocery,1679.57,7,0,0
CUST_SAL_00078,fuel,2346.27,13,0,0
CUST_SAL_00078,shopping,3994.75,13,0,0
CUST_KIR_00079,dining,809.59,11,0,0
CUST_KIR_00079,grocery,3135.59,15,0,0
CUST_KIR_00079,dining,899.1,21,1,0
CUST_KIR_00079,utility,489.34,2,0,0
CUST_KIR_00079,transfer,2041.85,17,0,0
CUST_KIR_00079,grocery,2236.1,15,0,0
CUST_KIR_00079,fuel,2749.93,15,0,0
CUST_KIR_00079,fuel,1111.98,5,0,0
CUST_KIR_00079,grocery,1877.83,17,1,0
CUST_KIR_00079,grocery,1584.23,14,1,0
CUST_KIR_00079,dining,1149.5,13,0,0
CUST_KIR_00079,utility,3565.67,17,0,0
CUST_KIR_00079,shopping,1601.67,2,1,0
CUST_KIR_00079,grocery,299.57,6,0,0
CUST_KIR_00079,transfer,3040.76,15,0,0
CUST_KIR_00079,emi,1854.61,2,0,0
CUST_KIR_00079,grocery,1354.26,16,0,0
CUST_KIR_00079,dining,2603.2,11,1,0
CUST_KIR_00079,dining,2406.07,10,0,0
CUST_KIR_00079,grocery,693.2,18,0,0
CUST_KIR_00079,dining,3201.83,8,0,0
CUST_KIR_00079,transfer,2563.53,8,0,0
CUST_KIR_00079,utility,1688.66,4,0,0
CUST_KIR_00079,transfer,1412.72,14,0,0
CUST_KIR_00079,fuel,1610.41,10,0,0
CUST_KIR_00079,grocery,1760.08,16,0,0
CUST_KIR_00079,fuel,657.42,8,0,0
CUST_KIR_00079,dining,906.18,19,0,0
CUST_KIR_00079,utility,2873.34,8,0,0
CUST_KIR_00079,shopping,2884.36,15,0,0
CUST_SAL_00080,dining,5087.38,17,0,0
CUST_SAL_00080,transfer,7948.7,16,0,0
CUST_SAL_00080,dining,8615.56,13,0,0
CUST_SAL_00080,transfer,9978.96,13,0,0
CUST_SAL_00080,grocery,6310.07,9,0,0
CUST_SAL_00080,shopping,2975.81,16,0,0
CUST_SAL_00080,transfer,8085.19,19,0,0
CUST_SAL_00080,dining,3967.26,12,0,0
CUST_SAL_00080,shopping,2231.65,14,0,0
CUST_SAL_00080,grocery,6998.98,1,0,0
CUST_SAL_00080,utility,5264.43,14,0,0
CUST_SAL_00080,grocery,10777.55,14,1,0
CUST_SAL_00080,dining,7507.61,17,0,0
CUST_SAL_00080,grocery,25156.88,2,1,1
CUST_SAL_00080,grocery,1015.22,12,0,0
CUST_SAL_00080,dining,1202.72,14,0,0
